Phylum	Class	Genus	Species	Subspecies	English name	GB	FRANCE	BELGIUM	NETHERLANDS	RINSE GB	RINSE FRANCE	RINSE BELGIUM	RINSE NETHERLANDS	Environment
Chordata	Reptilia	Zamenis	longissimus		 Aesculapian Snake	Y	Y			Y	N			T
Arthropoda	Arachnida	Zodarion	rubidum			Y		Y		N				T
Chordata	Aves	Zonotrichia	albicollis		 White-throated Sparrow	Y				Y				T
Chordata	Aves	Zonotrichia	capensis		 Rufous-collared Sparrow	Y			Y				Y	T
Chordata	Aves	Zonotrichia	leucophrys		 White-Crowned Sparrow	Y	Y							T
Chordata	Aves	Zoothera	sibirica		 Siberian Thrush	Y	Y			Y				T
Arthropoda	Insecta	Zophodia	grossulariella		 Gooseberry Knot-horn	Y	Y	Y	Y	N	N	N	N	T
Arthropoda	Arachnida	Zoropsis	spinimana					Y				Y		T
Chordata	Aves	Zosterops	erythropleura		 Chestnut-flanked White-eye	Y								T
Chordata	Aves	Zosterops	japonicus		 Japanese White-eye	Y								T
Chordata	Aves	Zosterops	palpebrosus		 Oriental White-eye	Y								T
Arthropoda	Insecta	Zygina	nivea			Y	Y			Y	?			T
Arthropoda	Insecta	Zyginella	pulchra			Y		Y	Y	Y		N	Y	T
Arthropoda	Insecta	Zygogramma 	piceicollis						Y					T
Arthropoda	Arachnida	Seothyra	perelegans				Y							T
Arthropoda	Arachnida	Sosticus	loricatus				Y							T
Arthropoda	Arachnida	Mermessus	trilobatus					Y				Y		T
Arthropoda	Arachnida	Ischnothyreus	lymphaseus				Y							T
Arthropoda	Arachnida	Smeringopus	pallidus				Y	Y						T
Arthropoda	Arachnida	Menemerus	bivittatus			Y	Y							T
Arthropoda	Arachnida	Panysinus	nicholsoni				Y							T
Arthropoda	Arachnida	Scytodes	venusta						Y					T
Arthropoda	Arachnida	Loxosceles	rufescens				Y		Y					T
Arthropoda	Arachnida	Tychicus	longipes						Y					T
Arthropoda	Arachnida	Chrysso	spiniventris						Y					T
Arthropoda	Arachnida	Bassaniana	versicolor				Y							T
Arthropoda	Arachnida	Aceria	ligustri					Y						T
Arthropoda	Arachnida	Aceria	petanovicae			Y								T
Arthropoda	Arachnida	Epitrimerus	cupressi				Y							T
Arthropoda	Arachnida	Tetranychus	kanzawai					Y						T
Arthropoda	Arachnida	Argas	reflexus			Y	Y	Y		Y	Y			T
Arthropoda	Arachnida	Aceria	loewi			Y	Y							T
Arthropoda	Arachnida	Aculus	hippocastani				Y							T
Arthropoda	Arachnida	Hyalomma	scupense				Y							T
Arthropoda	Arachnida	Rhipicephalus	sanguineus			Y		Y	Y	Y				T
Arthropoda	Arachnida	Trisetacus	laricis			Y								T
Arthropoda	Arachnida	Amblyseius	degenerans			Y								T
Arthropoda	Malacostraca	Burmoniscus	meeusei			Y								T
Arthropoda	Malacostraca	Styloniscus	spinosus			Y								T
Arthropoda	Malacostraca	Nagurus	nanus			Y								T
Arthropoda	Malacostraca	Miktoniscus	linearis			Y				N				T
Arthropoda	Malacostraca	Brevitalitrus	hortulanus			Y			Y					M
Arthropoda	Malacostraca	Talitroides	alluaudi			Y	Y	Y	Y					T
Arthropoda	Malacostraca	Talitroides	topitotum			Y			Y					T
Arthropoda	Diplopoda	Allopauropus	pseudomillotianus				Y							T
Arthropoda	Diplopoda	Hanseniella	caldaria			Y	Y							T
Arthropoda	Diplopoda	Mecistocephalus	guildingii			Y	Y							T
Arthropoda	Diplopoda	Tygarrup	javanicus			Y								T
Arthropoda	Diplopoda	Cryptops	doriae			Y								T
Arthropoda	Diplopoda	Scolopendra	gigantea			Y								T
Arthropoda	Diplopoda	Scolopendra	morsitans			Y								T
Arthropoda	Diplopoda	Scolopendra	subspinipes			Y								T
Arthropoda	Diplopoda	Rhinotus	purpureus			Y								T
Arthropoda	Diplopoda	Asiomorpha	coarctata			Y								T
Arthropoda	Diplopoda	Chondromorpha	kelaarti			Y								T
Arthropoda	Diplopoda	Poratia	obliterata				Y							T
Arthropoda	Diplopoda	Pseudospirobolellus	avernus			Y								T
Arthropoda	Diplopoda	Anadenobolus	monilicornis			Y								T
Arthropoda	Diplopoda	Anadenobolus	vincenti			Y								T
Arthropoda	Diplopoda	Trigoniulus	corallinus			Y								T
Chordata	Mammalia	Callosciurus	erythraeus		Pallas's squirrel	N	Y	Y	Y	N	N	Y	N	T
Chordata	Mammalia	Tamiasciurus	hudsonicus		American Red Squirrel				Y				Y	T
Chordata	Mammalia	Sciurus	niger		Fox squirrel				Y				Y	T
Chordata	Mammalia	Mephitis	macroura		Hooded skunk				Y				N	T
Chordata	Mammalia	Cavia	porcellus		Guinea pig	Ex	Y	Y	Y	Ex	?	Y	Y	T
Chordata	Mammalia	Sciurus	lis		Japanese squirrel				Y				Y	T
Chordata	Mammalia	Kobus	leche		Lechwe				Y				N	T
Chordata	Mammalia	Sciurus	granatensis		red-tailed squirrel				Y				Y	T
Chordata	Reptilia	Vipera 	aspis		European asp	Y		Y	Y		N	Y	Y	T
Chordata	Reptilia	Pantherophis 	guttatus		Corn Snake				Y				Y	T
Chordata	Reptilia	Pseudemys 	rubriventris		northern red-bellied turtle			Y	Y			Y	Y	T
Chordata	Reptilia	Elaphe 	schrenckii		Russian Ratsnake				Y				N	T
Arthropoda	Insecta	Spialia 	sertorius		Kalkgraslanddikkopje		Y	Y	Y		Y	Y	N	T
Arthropoda	Insecta	Lycaena 	virgaureae		Scarce copper		nat	nat	Y		N	N		T
Arthropoda	Insecta	Colias 	palaeno		Veenluzernevlinder		Y	Y	Y		N	N	N	T
Chordata	Actinopterygii	Abramis 	sapa		White-eye bream	N	Y	N	Y	N	?	N	Y	F
Chordata	Actinopterygii	Huso 	huso		beluga sturgeon	N		N	Y	N		N	Y	M+F
Chordata	Actinopterygii	Neogobius 	kessleri		Bighead goby	N		Y	Y	N		Y	Y	M+F
Chordata	Actinopterygii	Proterorhinus 	semilunaris		Western tubenose goby	N		Y	Y	N		N	Y	M+F
Chordata	Actinopterygii	Neogobius 	fluviatilis		Monkey goby	N	Y	N	Y	N	?	N	Y	M+F
Chordata	Actinopterygii	Acipenser	stellatus		Starry sturgeon	N		Y	Y	N		?	N	M+F
Mollusca	Gastropoda	Xerotricha 	apicina		Behaarde grasslak		Y, nat		Y		N		Y	T
Mollusca	Gastropoda	Bellamya 	chinensis		Chinese mystery snail				Y				Y	F
Mollusca	Gastropoda	Helix 	lucorum		Turkish snail		Y		Y				Y	T
Mollusca	Gastropoda	Lucilla 	scintilla		Gewoon aardschijfje	Y			Y	Y			Y	T
Mollusca	Gastropoda	Deroceras 	sturanyi		Eastern Fieldslug				Y				N	T
Chordata	Amphibia	Pelophylax 	kurtmuelleri		Balkan frog			Y				N		F
Bryozoa	Gymnolaemata	Fenestrulina 	delicia				Y	Y			Y	Y		M
Cnidaria	Hydrozoa	Melicertum 	octocostatum			Y	Y	Y		N	Y	Y		M
Rhodophyta	not assigned	Acrochaetium	savianum			Y		Y	Y	Y		Y	Y	M
Rhodophyta	not assigned	Porphyrostromium	sp.			Y	Y		Y	Y	Y		N	M
Heterokontophyta 	Phaeophyceae 	Elachista	sp.						Y					M
Heterokontophyta	Bacillariophyceae	Stephanopyxis	palmeriana						Y					M
Heterokontophyta	Bacillariophyceae	Thalassiosira	tealata			Y	Y	Y	Y					M
Chlorophyta	Bryopsidophyceae	Codium	fragile	tomentosoides		Y	Y		Y	Y			Y	M
Heterokontophyta 	Phaeophyceae 	Acrothrix	gracilis 			Y	Y			Y				M
Heterokontophyta 	Phaeophyceae 	Chorda	filum			Y	Y	Y	Y	Y	Y	Y	Y	M
Heterokontophyta 	Phaeophyceae 	Cladosiphon	zosterae			Y	Y			Y				M
Heterokontophyta 	Phaeophyceae 	Desmarestia	viridis			Y	Y		Y	Y	Y		Y	M
Heterokontophyta 	Phaeophyceae 	Fucus	spiralis			Y	Y	Y	Y	Y				M
Heterokontophyta 	Phaeophyceae 	Halothrix	lumbricalis			Y	Y			N				M
Heterokontophyta 	Phaeophyceae 	Laminaria	japonica				Y							M
Heterokontophyta 	Phaeophyceae 	Leathesia	difformis			Y	Y		Y	Y	Y		N	M
Heterokontophyta 	Phaeophyceae 	Pilayella	littoralis			Y	Y	Y	Y	Y	Y	Y	Y	M
Heterokontophyta 	Phaeophyceae 	Scytosiphon	dotyi			Y	Y			Y				M
Heterokontophyta 	Phaeophyceae 	Sphaerotrichia	firma				Y							M
Rhodophyta	not assigned	Aglaothamnion	feldmanniae			Y	Y			N				M
Rhodophyta	not assigned	Ahnfeltiopsis	flabelliformis				Y							M
Rhodophyta	not assigned	Antithamnion	amphigeneum				Y							M
Rhodophyta	not assigned	Antithamnion	pectinatum				Y							M
Rhodophyta	not assigned	Audouinella	codicola				Y							M
Rhodophyta	not assigned	Chondria	curvilineata				Y							M
Rhodophyta	not assigned	Chondrus	giganteus				Y							M
Rhodophyta	not assigned	Chrysymenia	wrightii				Y							M
Rhodophyta	not assigned	Grateloupia	lanceolata				Y							M
Rhodophyta	not assigned	Grateloupia	patens				Y							M
Rhodophyta	not assigned	Griffithsia	corallinoides			Y	Y			Y	Y			M
Rhodophyta	not assigned	Herposiphonia	parca				Y							M
Rhodophyta	not assigned	Hypnea	valentiae				Y							M
Rhodophyta	not assigned	Laurencia	okamurae				Y							M
Rhodophyta	not assigned	Lithophyllum	yessoense				Y							M
Rhodophyta	not assigned	Lomentaria	hakodatensis			Y	Y		Y	N				M
Rhodophyta	not assigned	Neosiphonia	sphaerocarpa				Y							M
Rhodophyta	not assigned	Pleonosporium	caribaeum			Y	Y			Y				M
Rhodophyta	not assigned	Polysiphonia	atlantica			Y	Y	Y	Y	Y		Y	Y	M
Rhodophyta	not assigned	Polysiphonia	fucoides			Y	Y	Y	Y	Y	Y	Y	Y	M
Rhodophyta	not assigned	Polysiphonia	morrowii				Y							M
Rhodophyta	not assigned	Polysiphonia	paniculata				Y							M
Rhodophyta	not assigned	Porphyra	yezoensis				Y							M
Rhodophyta	not assigned	Pterosiphonia	tanakae				Y							M
Rhodophyta	not assigned	Rhodophysema	georgii			Y	Y			Y				M
Rhodophyta	not assigned	Antithamnion	densum				Y				Y			M
Rhodophyta	not assigned	Goniotrichiopsis	sublittoralis				Y							M
Angiospermae	Monocotyledoneae	Spartina	patens				Y							T+M
Heterokontophyta	Bacillariophyceae	Asteromphalus	sarcophagus				Y							M
Heterokontophyta	Bacillariophyceae	Chaetoceros	peruvianus			Y	Y			Y	N			M
Heterokontophyta	Bacillariophyceae	Chaetoceros	rostratus				Y							M
Heterokontophyta	Bacillariophyceae	Eucampia	cornuta				Y							M
Heterokontophyta 	Phaeophyceae 	Laurencia	brongniartii				Y							M
Heterokontophyta 	Phaeophyceae 	Macrocystis	pyrifera				Y							M
Basidiomycota	Agaricomycetes	Amanita 	asteropus				Y							T
Basidiomycota	Agaricomycotina	Bolbitius	incarnatus				Y							T
Basidiomycota	Dacrymycetes	Calocera	pallidospathulata			Y	Y	Y	Y	Y		Y	Y	T
Ascomycota	Sordariomycetes	Ceratocystis	paradoxa			Y	Y	Y	Y					T
Basidiomycota	Agaricomycetes	Chlorophyllum	molybdites				Y							T
Ascomycota	Ascomycetes	Ciboria	americana			Y	Y	Y	Y	Y		Y	N	T
Ascomycota	Ascomycetes	Ciborinia	camelliae			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Clathrus	archeri			Y	Y		Y	Y			Y	T
Ascomycota	Ascomycetes	Cochliobolus	heterostrophus				Y							T
Ascomycota	Sordariomycetes	Colletotrichum	lindemuthianum			Y	Y		Y	N				T
Ascomycota	Basidiomycetes	Collybia	luxurians				Y	Y	Y			Y	Y	T
Ascomycota	Agaricomycetes	Coprinus	kimurae			Y	Y			N				T
Basidiomycota	Pucciniaceae	Cumminsiella	mirabilissima			Y	Y	Y		Y		Y		T
Basidiomycota	Agaricomycetes	Cylindrobasidium	eucalypti				Y							T
Basidiomycota	Agaricomycetes	Cystolepiota	cystidiosa			Y	Y	Y		Y		Y		T
Basidiomycota	Agaricomycetes	Cystolepiota	luteicystidiata				Y							T
Basidiomycota	Agaricomycetes	Dendrothele	nivosa				Y							T
Basidiomycota	Agaricomycetes	Descolea	tenuipes				Y							T
Ascomycota	Sordariomycetes	Diaporthe	helianthi				Y							T
Ascomycota	Dothideomycetes	Didymella	ligulicola			Y	Y							T
Basidiomycota	Exobasidiomycetes	Entyloma	dahliae			Y	Y			N				T
Ascomycota	Leotiomycetes	Erysiphe	australiana				Y							T
Ascomycota	Leotiomycetes	Erysiphe	begoniicola				Y							T
Ascomycota	Leotiomycetes	Erysiphe	deutziae				Y							T
Ascomycota	Leotiomycetes	Erysiphe	euonymi-japonici			Y	Y			Y				T
Ascomycota	Leotiomycetes	Erysiphe	necator			Y	Y	Y		Y		Y		T
Basidiomycota	Leotiomycetes	Erysiphe	vaccinii				Y							T
Basidiomycota	Agaricomycetes	Ganoderma	tsugae				Y							T
Basidiomycota	Agaricomycetes	Geastrum	morganii				Y							T
Ascomycota	Pezizomycetes	Geopora	sumneriana			Y	Y	Y	Y	Y		Y	Y	T
Ascomycota	Sordariomycetes	Gibberella	circinata				Y							T
Basidiomycota	Exobasidiomycetes	Graphiola	phoenicis			Y	Y			Y				T
Ascomycota	Dothideomycetes	Guignardia	bidwellii				Y							T
Basidiomycota	Agaricomycetes	Gymnopilus	hispidellus				Y							T
Basidiomycota	Agaricomycetes	Gymnopilus	humicola				Y							T
Basidiomycota	Agaricomycetes	Hydnangium	carneum			Y	Y		Y	Y				T
Basidiomycota	Basidiomycetes	Irpex	brownei				Y							T
Ascomycota	Dothideomycetes	Kabatiella	zeae			Y	Y	Y						T
Basidiomycota	Ustilaginomycetes	Kochmania	oxalidis				Y							T
Basidiomycota	Agaricomycetes	Laccaria	lateritia			Y	Y							T
Basidiomycota	Agaricomycetes	Laccocephalum	hartmannii				Y							T
Basidiomycota	Basidiomycetes	Lactocollybia	cycadicola				Y							T
Basidiomycota	Basidiomycetes	Lactocollybia	variicystis				Y							T
Basidiomycota	Agaricomycetes	Lepiota	elaiophylla				Y							T
Basidiomycota	Agaricomycetes	Lepiota	rubella			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Leptocorticium	utribasidiatum				Y							T
Ascomycota	Dothideomycetes	Leptosphaerulina	trifolii			Y	Y		Y	Y				T
Basidiomycota	Agaricomycetes	Leucoagaricus	bresadolae				Y							T
Basidiomycota	Agaricomycetes	Leucoagaricus	brunnescens				Y							T
Basidiomycota	Agaricomycetes	Leucoagaricus	cupresseus				Y							T
Basidiomycota	Agaricomycetes	Leucoagaricus	marginatus				Y							T
Basidiomycota	Agaricomycetes	Leucocoprinus	birnbaumii			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Agaricomycetes	Leucocoprinus	heinemannii				Y							T
Basidiomycota	Agaricomycetes	Leucocoprinus	ianthinus			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Leucocoprinus	straminellus			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Lycoperdon	umbrinoides				Y							T
Basidiomycota	Agaricomycetes	Lysurus	cruciatus			Y	Y			Y				T
Ascomycota	Sordariomycetes	Magnaporthe	grisea				Y							T
Ascomycota	Sordariomycetes	Magnaporthe	salvinii				Y							T
Basidiomycota	Agaricomycetes	Melanotus	eccentricus				Y							T
Ascomycota	Ascomycetes	Monilinia	fructicola			Y	Y		Y	N			Y	T
Basidiomycota	Agaricomycetes	Mutinus	elegans				Y		Y				Y	T
Basidiomycota	Agaricomycetes	Mutinus	ravenelii			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Basidiomycetes	Mycena	alphitophora			Y	Y		Y	Y			N	T
Ascomycota	Dothideomycetes	Mycosphaerella	linicola			Y	Y		Y	Y				T
Ascomycota	Dothideomycetes	Mycovellosiella	fulva			Y	Y			Y				T
Ascomycota	Sordariomycetes	Myrothecium	roridum			Y	Y			Y				T
Ascomycota	Ascomycetes	Oidium	hortensiae			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Panaeolus	antillarum			Y	Y	Y		N		Y		T
Basidiomycota	Agaricomycetes	Perenniporia	ochroleuca			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Phallus	indusiatus				Y							T
Ascomycota	Dothideomycetes	Phoma	exigua			Y	Y			Y				T
Ascomycota	Dothideomycetes	Phoma	tracheiphila				Y							T
Ascomycota	Sordariomycetes	Phyllachora	pomigena			Y	Y			Y				T
Basidiomycota	Agaricomycetes	Pleurotus	citrinopileatus				Y	Y						T
Basidiomycota	Agaricomycetes	Pluteus	variabilicolor				Y							T
Basidiomycota	Agaricomycetes	Psilocybe	cyanescens			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Agaricomycetes	Psilocybe	mexicana				Y							T
Basidiomycota	Urediniomycetes	Puccinia	antirrhini			Y	Y			Y				T
Basidiomycota	Urediniomycetes	Puccinia	chrysanthemi			Y	Y			Y				T
Basidiomycota	Urediniomycetes	Puccinia	helianthi				Y							T
Basidiomycota	Urediniomycetes	Puccinia	horiana			Y	Y			Y				T
Basidiomycota	Urediniomycetes	Puccinia	oxalidis			Y	Y	Y		Y		Y		T
Basidiomycota	Urediniomycetes	Puccinia	pelargonii-zonalis			Y	Y	Y		Y		N		T
Basidiomycota	Urediniomycetes	Puccinia	sorghi			Y	Y			Y				T
Basidiomycota	Urediniomycetes	Puccinia	tasmanica				Y							T
Basidiomycota	Agaricomycetes	Pycnoporellus	fulgens				Y				N			T
Ascomycota	Ascomycetes	Pycnostysanus	azaleae			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Agaricomycetes	Ramaria	murrillii				Y							T
Basidiomycota	Basidiomycetes	Rhizopogon	villosulus			Y	Y	Y		Y	Y	Y		T
Basidiomycota	Basidiomycetes	Rhizopogon	vinicolor				Y							T
Basidiomycota	Agaricomycetes	Sclerotium	hydrophilum				Y		Y					T
Basidiomycota	Microbotryomycetes	Sphacelotheca	reiliana				Y							T
Ascomycota	Sordariomycetes	Sporophagomyces	chrysostomus				Y							T
Basidiomycota	Agaricomycetes	Stropharia	rugosoannulata			Y	Y		Y	Y				T
Chytridiomycota	Chytridiomycetes	Synchytrium	endobioticum			Y	Y			Y				T
Basidiomycota	Exobasidiomycetes	Tilletia	controversa				Y							T
Basidiomycota	Ustilaginomycetes	Urocystis	cepulae			Y	Y			N				T
Basidiomycota	Urediniomycetes	Uromyces	appendiculatus			Y	Y	Y		Y		Y		T
Basidiomycota	Urediniomycetes	Uromyces	transversalis				Y							T
Basidiomycota	Ustilaginomycetes	Ustilago	maydis			Y	Y	Y	Y	Y	N	Y	Y	T
Basidiomycota	Agaricomycetes	Xenasma	umbonatum				Y							T
Heterokontophyta	Oomycetes	Aphanomyces	raphani				Y							T
Heterokontophyta	Oomycetes	Basidiophora	entospora				Y							T
Heterokontophyta	Oomycetes	Peronospora	grisea			Y	Y			Y				T
Heterokontophyta	Oomycetes	Peronospora	manshurica			Y	Y			Y				T
Heterokontophyta	Oomycetes	Peronospora	sparsa			Y	Y			Y				T
Heterokontophyta	Oomycetes	Phytophthora	infestans			Y	Y			Y				T
Heterokontophyta	Oomycetes	Phytophthora	nicotianae			Y	Y		Y	N				T
Heterokontophyta	Oomycetes	Phytophthora	palmivora				Y							T
Heterokontophyta	Oomycetes	Plasmopara	viticola			Y	Y			Y				T
Heterokontophyta	Oomycetes	Pseudoperonospora	cannabina				Y							T
Heterokontophyta	Oomycetes	Pseudoperonospora	cubensis			Y	Y			Y				T
Heterokontophyta	Oomycetes	Pythium	prolatum				Y							T
Heterokontophyta	Oomycetes	Pythium	splendens			Y	Y	Y		Y				T
Nematoda	Adenophorea	Xiphinema 	index				Y							T
Nematoda	Secernentea	Cactodera	cacti						Y					T
Ascomycota	Leotiomycetes	Arthrocladiella	mougeotii			Y	Y	Y		Y	N	Y		T
Basidiomycota	Agaricomycetes	Aseroë	rubra			Y				Y				T
Ascomycota	Dothideomycetes	Aulographina	eucalypti			Y				Y				T
Basidiomycota	Pucciniomycetes	Chrysomyxa	ledi			Y				N				T
Basidiomycota	Agaricomycetes	Clathrus	ruber			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Basidiomycetes	Collybia	biformis			Y								T
Basidiomycota	Exobasidiomycetes	Entyloma	calendulae			Y	Y			Y				T
Ascomycota	Ascomycetes	Eupropolella	arundinariae			Y				N				T
Basidiomycota	Agaricomycetes	Gastrosporium	simplex			Y				N				T
Basidiomycota	Agaricomycetes	Geastrum	floriforme			Y		Y	Y	Y		Y	N	T
Ascomycota	Leotiomycetes	Golovinomyces	orontii			Y	Y			Y	N			T
Basidiomycota	Pucciniomycetes	Gymnosporangium	juniperi-virginianae			Y				N				T
Basidiomycota	Pucciniomycetes	Gymnosporangium	sabinae			Y	Y	Y	Y	Y		Y	Y	T
Basidiomycota	Pucciniomycetes	Ileodictyon	cibarium			Y				Y				T
Ascomycota	Exobasidiomycetes	Microstroma	juglandis			Y			Y	Y				T
Ascomycota	Pezizomycetes	Paurocotylis	pila			Y				N				T
Ascomycota	Sordariomycetes	Pseudonectria	pachysandricola			Y			Y	Y				T
Basidiomycota	Urediniomycetes	Puccinia	kusanoi			Y				Y				T
Basidiomycota	Urediniomycetes	Puccinia	longicornis			Y				Y				T
Basidiomycota	Urediniomycetes	Puccinia	prostii			Y				Y				T
Basidiomycota	Ustilaginomycetes	Sporisorium	sorghi			Y								T
Basidiomycota	Agaricomycetes	Stropharia	percevalii			Y				Y				T
Basidiomycota	Agaricomycetes	Suillus	amabilis			Y								T
Basidiomycota	Exobasidiomycetes	Tilletia	caries			Y	Y			Y				T
Basidiomycota	Ustilaginomycetes	Urocystis	eranthidis			Y				Y				T
Basidiomycota	Ustilaginomycetes	Urocystis	occulta			Y				Y				T
Basidiomycota	Ustilaginomycetes	Ustilago	tritici			Y	Y			Y				T
Nematoda	Secernentea	Meloidogyne	incognita			Y								T
Marchantiophyta	Jungermanniopsida	Lophocolea	bispinosa			Y								T
Marchantiophyta	Marchantiopsida	Riccia	rhenana			Y	Y	Y	Y	Y				T
Bryophyta	Polytrichopsida 	Atrichum	crispum			Y				Y				T
Bryophyta	Eudicotyledoneae	Acrophyllum	dentatum			Y								T
Bryophyta	Bryopsida	Calyptrochaeta	apiculata			Y				Y				T
Bryophyta	Bryopsida	Hennediella	macrophylla			Y				Y				T
Bryophyta	Bryopsida	Hennediella	stanfordensis			Y	Y							T
Bryophyta	Bryopsida	Bryum	apiculatum			Y				Y				T
Bryophyta	Bryopsida	Bryum	valparaisense			Y				Y				T
Bryophyta	Bryopsida	Tortula	amplexa			Y								T
Bryophyta	Bryopsida	Tortula	bolanderi				Y							T
Marchantiophyta	Jungermanniopsida	Lophozia	herzogiana			Y								T
Bryophyta	Bryopsida	Oedopodiella	australis				Y							T
Bryophyta	Bryopsida	Ephemerum	spinulosum			Y								T
Bryophyta	Bryopsida	Scopelophila	cataractae			Y	Y	Y	Y	Y	N	Y	N	T
Bryophyta	Bryopsida	Didymodon	australasiae			Y	Y	Y						T
Bryophyta	Bryopsida	Orthodontium	pelucens				Y							T
Marchantiophyta	Marchantiopsida	Lunularia	cruciata			Y	Y	Y	Y	Y	N	Y	Y	T
Rhodophyta	not assigned	Corallina	elongata			nat	nat	Y	Y			Y	Y	M
Heterokontophyta 	Phaeophyceae 	Saccharina	latissima			nat	nat	Y	Y			Y	Y	M
Mollusca	Bivalvia	Lyrodus	pedicellatus		Blacktip Shipworm	Y	Y			Y	Y			M
Mollusca	Gastropoda	Cyclope	neritea				Y				N			M
Mollusca	Gastropoda	Fusinus	rostratus				Y				N			M
Arthropoda	Malacostraca	Odontodactylus	scyllarus				Y							M
Heterokontophyta	Bacillariophyceae	Pseudo-nitzschia	multistriata				Y							M
Rhodophyta	not assigned	Hypnea	musciformis			Y	Y		Y	N	N			M
Rhodophyta	not assigned	Polyopes	lancifolius				Y							M
Dinoflagellata	Dinophyceae	Karenia	brevisulcata				Y							M
Dinoflagellata	Dinophyceae	Karenia	papilionacea				Y				N			M
Dinoflagellata	Dinophyceae	Karenia	umbella				Y							M
Dinoflagellata	Dinophyceae	Alexandrium	affine				Y				N			M
Dinoflagellata	Dinophyceae	Takayama	tasmanica				Y							M
Bryozoa	Gymnolaemata	Caulibugula	zanzibarensis				Y							M
Bryozoa	Gymnolaemata	Watersipora	subovoidea				Y							M
Mollusca	Gastropoda	Xeropicta	derbentina				Y				N			T
Pteridophyta	Psilotopsida	Botrychium	simplex				Y	Y			N	Y		T
Pteridophyta	Pteridopsida	Cyrtomium	falcatum			Y	Y	Y	Y	Y	Y	Y	Y	T
Pteridophyta	Pteridopsida	Cyrtomium	fortunei			Y	Y	Y			Y	Y		T
Pteridophyta	Pteridopsida	Salvinia	natans				Y	Y	Y		N	Y	Y	T
Pteridophyta	Pteridopsida	Salvinia	auriculata				Y	Y			?	?		T
Pteridophyta	Pteridopsida	Rumohra	adiantiformis					Y						T
Pteridophyta	Pteridopsida	Pteris	multifida			Y	Y	Y		Y	N	Y		T
Pteridophyta	not assigned	Polypodium	hesperium					Y						T
Pteridophyta	Pteridopsida	Pteris	vittata			Y	Y			Y	N			T
Pteridophyta	Pteridopsida	Dicksonia	antarctica			Y				Y				T
Chordata	Aves	Nettapus	auritus		African Pygmy Goose	Y		Y		Y		N		F+T
Chordata	Aves	Mycteria	ibis		Yellow-billed Stork			Y	Y			N	Y	F+T
Chordata	Aves	Buteo	auguralis		Red-necked Buzzard			Y				Y		T
Chordata	Aves	Himantopus	mexicanus		Black-necked Stilt			Y	Y			Y	Y	F+T
Chordata	Aves	Chloephaga	melanoptera		Andean Goose	Y		Y	Y	Y		Y	N	F+T
Chordata	Aves	Ninox	connivens		Barking Owl			Y				Y		T
Chordata	Aves	Ceryle	rudis		Pied Kingfisher			Y	Y			Y	Y	F+T
Chordata	Aves	Quiscalus	major		Boat-tailed Grackle			Y				Y		T+M
Chordata	Aves	Excalfactoria	chinensis		King Quail			Y	Y			Y	Y	T
Chordata	Aves	Grus	japonensis		Red-crowned Crane			Y	Y			N	Y	F+T
Chordata	Aves	Agapornis	fischeri		Fischer's Lovebird		Y	Y	Y		N	Y	Y	T
Chordata	Aves	Phoenicopterus	roseus		Greater Flamingo	Y	Y	Y	Y	Y	N	Y	Y	F+T
Chordata	Aves	Chrysomus	icterocephalus		Yellow-hooded Blackbird		Y	Y	Y			N	Y	T
Chordata	Aves	Amazona	ochrocephala		Yellow-crowned Amazon			Y				Y		T
Chordata	Aves	Agapornis	canus		Grey-headed Lovebird			Y				Y		T
Chordata	Aves	Porphyrio	poliocephalus		Purple Swamphen			Y	Y			N	Y	F+T
Chordata	Aves	Bostrychia	hagedash		Hadeda Ibis			Y	Y			N	Y	T
Chordata	Aves	Scopus	umbretta		Hamerkop			Y	Y			Y	Y	F+T
Chordata	Aves	Carduelis	spinoides		Yellow-breasted Greenfinch			Y				Y		T
Chordata	Aves	Cereopsis	novaehollandiae		Cape Barren Goose	Y		Y	Y	Y		Y	Y	F+T+M
Chordata	Aves	Ploceus	jacksoni		Golden-backed Weaver			Y				Y		T
Chordata	Aves	Lonchura	domestica		Society Finch			Y				Y		T
Chordata	Aves	Pluvianus	aegyptius		Egyptian Plover			Y	Y			N	Y	F+T
Chordata	Aves	Sturnia	sinensis		White-shouldered Starling			Y				Y		T
Chordata	Aves	Vanellus	miles		Masked Lapwing			Y				N		T
Chordata	Aves	Carpodacus	mexicanus		House Finch	Y		Y	Y			Y	Y	T
Chordata	Aves	Crithagra	mozambica		Yellow-fronted Canary			Y	Y			Y	Y	T
Chordata	Aves	Euplectes	afer		Yellow-crowned Bishop			Y	Y			Y	N	T
Chordata	Aves	Acridotheres	ginginianus		Bank Myna			Y				Y		T
